Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode,Return,cost,Discount
6526,CA-2019-129308,"Sunday, July 7, 2019","Saturday, July 13, 2019",Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,-4.7625,COD,No,10.4775,-0.714375
6527,CA-2019-129308,"Sunday, July 7, 2019","Saturday, July 13, 2019",Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,9.42,5,-7.85,COD,No,17.27,-1.1775
4237,CA-2019-162404,"Tuesday, July 23, 2019","Saturday, July 27, 2019",Standard Class,NF-18475,Neil Französisch,Home Office,United States,Rockford,Illinois,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,4,-18.8364,COD,Yes,30.2524,-2.82546
2174,CA-2019-112025,"Tuesday, July 30, 2019","Sunday, August 4, 2019",Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Houston,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,3,-13.896,COD,No,23.16,-2.0844
9160,CA-2019-118934,"Friday, August 9, 2019","Wednesday, August 14, 2019",Standard Class,GH-14410,Gary Hansen,Home Office,United States,Hendersonville,Tennessee,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,4.338,3,-3.0366,COD,Yes,7.3746,-0.45549
9161,CA-2019-118934,"Friday, August 9, 2019","Wednesday, August 14, 2019",Standard Class,GH-14410,Gary Hansen,Home Office,United States,Hendersonville,Tennessee,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,11.88,5,-7.92,COD,Yes,19.8,-1.188
8307,CA-2019-128671,"Sunday, August 11, 2019","Friday, August 16, 2019",Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,Central,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,41.86,7,19.2556,COD,Yes,22.6044,2.88834
8308,CA-2019-128671,"Sunday, August 11, 2019","Friday, August 16, 2019",Standard Class,MT-18070,Michelle Tran,Home Office,United States,Tulsa,Oklahoma,Central,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,35.6776,Online,Yes,41.8824,5.35164
102,CA-2019-158568,"Thursday, August 29, 2019","Monday, September 2, 2019",Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,-3.0396,Cards,No,4.8276,-0.45594
3594,CA-2019-164154,"Wednesday, September 11, 2019","Tuesday, September 17, 2019",Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,East,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,22.428,3,-17.9424,COD,Yes,40.3704,-2.69136
7666,US-2019-140158,"Friday, October 4, 2019","Tuesday, October 8, 2019",Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.4,1,13.984,Online,No,16.416,2.0976
2178,CA-2019-125738,"Tuesday, October 15, 2019","Monday, October 21, 2019",Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,13.0375,Online,No,28.6825,1.955625
2524,CA-2019-124352,"Tuesday, October 15, 2019","Monday, October 21, 2019",Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,4,55.936,Online,Yes,65.664,8.3904
9807,CA-2019-136322,"Monday, October 21, 2019","Saturday, October 26, 2019",Standard Class,AP-10720,Anne Pryor,Home Office,United States,Fort Lauderdale,Florida,South,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,28.752,8,-21.0848,COD,Yes,49.8368,-3.16272
4370,US-2019-165078,"Tuesday, November 5, 2019","Sunday, November 10, 2019",Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Lawrence,Indiana,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,104.9,5,50.352,Cards,No,54.548,7.5528
3642,CA-2019-145177,"Sunday, November 10, 2019","Thursday, November 14, 2019",Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,East,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,69.888,7,-46.592,Cards,Yes,116.48,-6.9888
4725,CA-2019-131968,"Monday, November 11, 2019","Friday, November 15, 2019",Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Apopka,Florida,South,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,9.888,2,-6.9216,Online,Yes,16.8096,-1.03824
3260,US-2019-162103,"Wednesday, November 13, 2019","Sunday, November 17, 2019",Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3.136,2,-4.704,Online,Yes,7.84,-0.7056
1476,CA-2019-113138,"Tuesday, November 19, 2019","Monday, November 25, 2019",Standard Class,NP-18685,Nora Pelletier,Home Office,United States,Niagara Falls,New York,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,6.4206,COD,Yes,11.2914,0.96309
3104,CA-2019-124562,"Sunday, December 8, 2019","Thursday, December 12, 2019",Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,7,-9.5018,Online,No,22.4588,-1.42527
3722,CA-2019-151155,"Friday, December 20, 2019","Tuesday, December 24, 2019",Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.42,2,6.939,COD,No,8.481,1.04085
4937,CA-2020-150931,"Monday, January 6, 2020","Monday, January 13, 2020",Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Tuscaloosa,Alabama,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,147.74,7,15.5204,Online,No,132.2196,2.32806
2682,CA-2020-127026,"Tuesday, January 21, 2020","Monday, January 27, 2020",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",109.52,4,42.0744,COD,No,67.4456,6.31116
735,CA-2020-131954,"Tuesday, January 21, 2020","Saturday, January 25, 2020",Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,116.696,6,33.6474,Online,No,83.0486,5.04711
2680,CA-2020-127026,"Tuesday, January 21, 2020","Monday, January 27, 2020",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,87.4,5,7.056,Cards,Yes,80.344,1.0584
736,CA-2020-131954,"Tuesday, January 21, 2020","Saturday, January 25, 2020",Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,92.936,4,9.4284,Online,No,83.5076,1.41426
738,CA-2020-131954,"Tuesday, January 21, 2020","Saturday, January 25, 2020",Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,132.72,5,6.552,COD,No,126.168,0.9828
1097,CA-2020-160423,"Tuesday, January 21, 2020","Sunday, January 26, 2020",Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,160.784,7,-28.6272,Cards,No,189.4112,-4.29408
9655,CA-2020-161893,"Thursday, January 23, 2020","Monday, January 27, 2020",Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Tucson,Arizona,West,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,109.938,2,-3.6212,Cards,No,113.5592,-0.54318
7145,US-2020-141558,"Wednesday, March 11, 2020","Monday, March 16, 2020",Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",107.294,1,-8.6058,COD,Yes,115.8998,-1.29087
9362,CA-2020-111591,"Saturday, March 21, 2020","Wednesday, March 25, 2020",Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,West,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",127.576,6,10.3194,Online,Yes,117.2566,1.54791
234,US-2020-100930,"Tuesday, April 7, 2020","Sunday, April 12, 2020",Standard Class,CS-12400,Christopher Schild,Home Office,United States,Tampa,Florida,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,106.328,2,-3.552,Online,Yes,109.88,-0.5328
2005,US-2020-143028,"Saturday, April 11, 2020","Saturday, April 18, 2020",Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,142.364,3,-17.046,COD,Yes,159.41,-2.5569
3014,CA-2020-134845,"Friday, April 17, 2020","Thursday, April 23, 2020",Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,100.964,6,-6.5736,Online,No,107.5376,-0.98604
3013,CA-2020-134845,"Friday, April 17, 2020","Thursday, April 23, 2020",Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,138.594,2,-15.8356,Cards,No,154.4296,-2.37534
3011,CA-2020-134845,"Friday, April 17, 2020","Thursday, April 23, 2020",Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Louisville,Colorado,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,127.03,5,-9.223,Cards,Yes,136.253,-1.38345
8564,US-2020-108315,"Thursday, April 30, 2020","Monday, May 4, 2020",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,South,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",126.842,3,-3.5508,Online,No,130.3928,-0.53262
4758,US-2020-144582,"Thursday, April 30, 2020","Tuesday, May 5, 2020",Standard Class,TC-21475,Tony Chapman,Home Office,United States,Danville,Illinois,Central,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,123.372,7,-69.3952,Online,Yes,192.7672,-10.40928
6671,CA-2020-161088,"Monday, May 25, 2020","Friday, May 29, 2020",Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Columbus,Georgia,South,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,145.84,2,13.428,COD,Yes,132.412,2.0142
3082,US-2020-132297,"Wednesday, May 27, 2020","Tuesday, June 2, 2020",Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,165.34,2,28.0032,Cards,Yes,137.3368,4.20048
1456,CA-2020-148474,"Friday, June 12, 2020","Friday, June 19, 2020",Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Columbus,Georgia,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,126.2,3,41.952,Online,Yes,84.248,6.2928
9287,CA-2020-154011,"Friday, June 19, 2020","Friday, June 26, 2020",Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Dallas,Texas,Central,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,111.888,3,-11.0208,Online,No,122.9088,-1.65312
7895,CA-2020-124744,"Sunday, June 21, 2020","Thursday, June 25, 2020",Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,131.4,5,40.376,COD,Yes,91.024,6.0564
7896,CA-2020-124744,"Sunday, June 21, 2020","Thursday, June 25, 2020",Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Wheeling,West Virginia,East,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,99.24,2,3.0576,Cards,No,96.1824,0.45864
2764,CA-2020-165757,"Monday, June 22, 2020","Sunday, June 28, 2020",Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,113.332,3,-7.5768,Online,No,120.9088,-1.13652
2765,CA-2020-165757,"Monday, June 22, 2020","Sunday, June 28, 2020",Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,150.155,5,-23.8855,Cards,Yes,174.0405,-3.582825
395,CA-2020-102946,"Tuesday, June 30, 2020","Sunday, July 5, 2020",Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,117.792,3,25.5798,Online,No,92.2122,3.83697
3397,US-2020-148362,"Wednesday, July 1, 2020","Wednesday, July 8, 2020",Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Indianapolis,Indiana,Central,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,185.99,1,78.1954,COD,No,107.7946,11.72931
4537,CA-2020-138464,"Wednesday, July 8, 2020","Sunday, July 12, 2020",Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,122.376,3,30.2316,COD,Yes,92.1444,4.53474
5013,US-2020-160465,"Tuesday, July 21, 2020","Sunday, July 26, 2020",Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,127.93,3,-22.62,Cards,Yes,150.55,-3.393
9704,CA-2020-147032,"Friday, July 31, 2020","Tuesday, August 4, 2020",Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,877.95,5,390.977,COD,Yes,486.973,58.64655
9705,CA-2020-147032,"Friday, July 31, 2020","Tuesday, August 4, 2020",Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Wilmington,Delaware,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",130.01,3,5.3949,COD,Yes,124.6151,0.809235
6413,CA-2020-151211,"Monday, August 17, 2020","Sunday, August 23, 2020",Standard Class,AH-10120,Adrian Hane,Home Office,United States,Louisville,Kentucky,South,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.93,3,48.3771,COD,Yes,89.5529,7.256565
2485,CA-2020-126067,"Friday, August 28, 2020","Thursday, September 3, 2020",Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,143.68,5,32.396,COD,No,111.284,4.8594
3567,CA-2020-103877,"Monday, September 7, 2020","Monday, September 14, 2020",Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Independence,Missouri,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,1600.94,3,757.4112,Cards,No,843.5288,113.61168
2847,CA-2020-152093,"Thursday, September 10, 2020","Tuesday, September 15, 2020",Standard Class,SN-20560,Skye Norling,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,804.594,3,-1143.891,COD,Yes,1948.485,-171.58365
7924,CA-2020-134096,"Thursday, September 24, 2020","Tuesday, September 29, 2020",Standard Class,PP-18955,Paul Prost,Home Office,United States,Hollywood,Florida,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,94.57,3,-11.418,COD,Yes,105.988,-1.7127
9688,US-2020-130603,"Wednesday, September 30, 2020","Tuesday, October 6, 2020",Standard Class,SC-20050,Sample Company A,Home Office,United States,Arlington,Texas,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,127.646,9,-17.469,Online,No,145.115,-2.62035
3389,CA-2020-148404,"Wednesday, October 7, 2020","Sunday, October 11, 2020",Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",138.454,6,-33.636,COD,Yes,172.09,-5.0454
5698,CA-2020-126123,"Wednesday, October 14, 2020","Sunday, October 18, 2020",Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,111.456,1,-23.548,Online,Yes,135.004,-3.5322
5697,CA-2020-126123,"Wednesday, October 14, 2020","Sunday, October 18, 2020",Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Chicago,Illinois,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",130.396,9,-42.4638,COD,Yes,172.8598,-6.36957
888,CA-2020-150707,"Wednesday, October 14, 2020","Monday, October 19, 2020",Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Columbia,Maryland,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",150.66,7,18.4534,Online,No,132.2066,2.76801
